,,予算枠,残枠,優先順位,性別,年齢上限,求める資格[テキスト],都道府県,市区町村,最寄り駅,（上部）給与形態例下限,社名,URL,/previewなし,業種,職種,タイトル,仕事内容キャッチ,寮完備,寮費,雇用形態,案件ID,仕事No.,企業ID
FALSE,クボタ枚方,25,25,2,男性,39,◆学歴不要<B><B>【歓迎】<B>◎製造経験ある方！,大阪府,枚方市,京阪/枚方市駅より<B>　 【無料送迎バス】 あり！<B><B>◆交通費実費支給<B><B>※各規定あり,32,株式会社ビート　業務部【03】,https://job-con.jp/detail/preview/3581/806837,https://job-con.jp/detail/3581/806837,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,＼日勤×土日休み／月収例32万円×入社祝い金10万円！未経験×若手活躍中！赴任日に3万円GET,車両の組立・検査/日勤/月収例32万円/土日休み/無料送迎あり/祝金あり<B><B>車両の組立や検査をお任せします。　<B>ライン作業ですが、スピードはゆっくり。<B>はじめての方も、無理なく進められます！<B><B>適性を見て、以下のいずれかに配属となります。<B><B>【仕事内容】<B>〇組立<B>・油圧ホースの取り付けや、<B>　電動工具を使った<B>　部品の組み付け作業<B>・トルクレンチやスパナを使い、<B>　部品をしっかり締め付ける作業<B>・部品へのラベル貼り<B>・必要な部品を集めるピッキング作業<B>※シンプルで覚えやすい作業が中心です。<B><B>〇検査<B>・製品の傷や不具合有無をチェック<B>・外観（塗装のはがれ、傷、変形がないか）<B>・内部（部品が正しく付いているか）<B>・動作（実際に動かして問題がないか）<B>※特別な経験は不要です。<B><B><B>〇部品ピッキング<B>・必要な部品を準備<B>・台車や設備を使用<B><B>研修は5日間。<B>座学と実技でしっかり学べます！<B>テストで不明点を見つけ出すなど、<B>きちんと実力が身につく環境です♪,1,,派遣社員,806837,KBT枚方,3581
FALSE,IHIジェットサービス,10,10,2,不問,49,◆未経験歓迎<B>◆学歴不問<B>◆18歳以上の方（労働基準法第61条の深夜業に従事する為）,広島県,呉市,JR呉線「新広駅」より車で約18分,33.6,株式会社ジャパンクリエイト,https://job-con.jp/detail/preview/232/662764,https://job-con.jp/detail/232/662764,精密機械,プレス・加工・研磨,重量物一切なし！検査や測定メインの軽作業で月収35.8万円以上可！土日祝休み！1K寮費無料！,アルミ材の検査/夜勤/土日祝休み/40代活躍中/1K寮費無料<B><B>自動旋盤機で加工されたアルミ製部品の<B>検査・測定・簡単な機械対応を行うお仕事です。<B><B>加工自体は機械が自動で行うため、<B>力仕事や難しい作業はほとんどありません。<B><B>扱うのは、ドーナツ型のアルミ部品です。<B><B>■主な業務内容（検査・測定が中心）<B>・加工後に流れてくる製品のチェック<B>・平面度・平行度・外径・内径などの測定<B>・マイクロメーターや栓ゲージなどの測定器具を使った検査<B>・規定通りに加工されているかの抜き取り検査<B><B>※「ちゃんと削れているか」を確認する作業がメインです。<B><B><B>■補助的な作業<B>・自動旋盤機の簡単な操作・確認<B>・エラーが出た際の対応（手順あり）<B>・基台（加工前の部品）を機械に補充する作業<B><B>※プログラム入力や補正計算もありますが、<B>　最初からすべてをお任せすることはありません。<B>　段階的に覚えていける環境です。<B><B><B>【勤務地は＜広島県呉市＞です】,1,,派遣社員,662764,J1-1124-C-01_JOB★,232
FALSE,ディスコ,10,10,2,不問,45,◆未経験歓迎<B>◆学歴不問<B>◆年齢不問<B>◆フォークリフトの資格をお持ちの方（あれば尚可）,広島県,呉市,R呉線「呉駅」より広島電鉄バスで約25分<B>バス停「昭和埠頭前」より徒歩で約1分,1750,株式会社ジャパンクリエイト,https://job-con.jp/detail/preview/232/808614,https://job-con.jp/detail/232/808614,その他,倉庫作業員,呉市の製造業｜寮費3万円の寮完備！時給1750円で稼げる航空機部品の梱包・包装・研磨スタッフ,倉庫内作業<B><B>航空機部品を製造している工場内にて、<B>倉庫内作業（梱包・包装・研磨および付随業務）をご担当いただきます。<B><B>◆梱包・包装業務<B>完成した航空機エンジン部品の梱包および包装作業<B>※5kg程度から最大で50kg程度の製品を扱います。<B>※最大重量物を移動させる際は、複数名での共同作業や、<B>　専用の機械・フォークリフト（リーチ）を使用して安全に対応します。<B><B>◆研磨業務<B>航空機エンジン部品の表面を整える研磨作業<B>※粉塵が発生する職場環境のため、作業時は専用マスクや保護眼鏡などを必ず着用し、<B>安全を十分に確保して業務を行います。<B><B>◆その他付随する業務<B>倉庫内における廃棄物の処理や、付随する各種運搬作業<B>※移動や搬送の際は、フォークリフト（リーチ）を活用します。<B><B>【働く環境・待遇のポイント】<B>安全第一の作業体制<B>重量物の取り扱いや粉塵への対策など、<B>作業員の安全を守るための設備や保護具、複数名でのサポート体制を徹底しています。<B><B>負担を減らすフォークリフト活用<B>重い資材や廃棄物の運搬にはフォークリフト（リーチ）を使用するため、<B>チカラ仕事ばかりに頼らない仕組みが整っています。,1,,派遣社員,808614,J1-2904-J-01_JOB★,232
FALSE,イーグル工業,10,10,3,不問,49,入社前に視力検査を受けて頂きます<B>（両眼・矯正で視力0.7以上あるかを確認）,岡山県,高梁市,伯備線「備中高梁駅」から車で10分,28.2,MantoMan株式会社,https://job-con.jp/detail/preview/272/808246,https://job-con.jp/detail/272/808246,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,＼扱うパーツは約2cmほどの軽量部品のみ／ずっと寮費無料&月収例28万円！住みやすい岡山エリア★,自動車部品の機械OP・検査作業/軽作業/前払い制度あり/格安食堂あり<B><B>お任せする仕事は<B>小さな自動車部品の<B>機械OP・検査作業など。<B><B>≪作業の流れ≫<B>1.材料を機械へ補充<B>2.機械が自動で加工するのを見守る<B>3.完成品の目視検査<B><B>扱うパーツは約2cm程でとっても軽く、<B>身体への負担も最小限です◎<B><B>未経験の方も大歓迎！<B>マニュアル通りに対応すればOK！<B>経験・知識は一切不要！<B>先輩が横について1つ1つ丁寧に教えます。<B><B>【注意】<B>入社前に視力検査を受けて頂き、<B>両眼・矯正で視力0.7以上あるかを確認します。<B>視力が悪い方はコンタクト、または眼鏡の着用が必須です。,1,,派遣社員,808246,15h039101,272
FALSE,ファナック筑西,150,150,3,不問,59,学歴不問！<B>製造業が未経験の方も大歓迎！,茨城県,筑西市,JR水戸線　下館駅から車で20分,26.3,株式会社ワールドインテック,https://job-con.jp/detail/preview/1488/794242,https://job-con.jp/detail/1488/794242,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,＼即日面接・その場で内定⇒即入寮可能／日勤×土日祝休みの軽作業♪59歳までの男女活躍中【寮費無料】,機械部品の組立・検査/軽作業/寮費無料/50代活躍/日勤<B><B>勤務地：茨城県筑西市<B><B>工場などで使用される<B>機械の組立作業をお願いします！<B><B>【具体的には】<B>・工具を使用しての作業　など<B><B>【未経験者歓迎】<B>基本的にはお仕事内容もすぐに覚えられる<B>簡単な作業ばかりなので、<B>工場でのお仕事が初めての方も安心◎<B><B>▼オススメポイント<B>★即日面接・即内定・即入寮可！（家族寮有）<B>★4か月に1回5万円のボーナス支給！<B>★50代活躍やシニア世代も活躍中<B>★仕事内容は軽作業中心！身体の負担少なめ<B>★日勤×残業少なめで働きやすさ抜群！<B><B>【求人NO：9257-00】,1,1,派遣社員,794242,63807_9257-00,1488
FALSE,川崎重工 西神戸,25,25,3,男性,45,未経験OK<B><B>【歓迎】<B>リフト免許,兵庫県,神戸市西区,■神戸市営地下鉄西神・山手線「西神中央」駅より車13分<B>■JR神戸線「明石」駅より車16分<B>※車・バイク・自転車通勤OK,31.2,株式会社日本ケイテム,https://job-con.jp/detail/preview/54/805916,https://job-con.jp/detail/54/805916,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,関西で始める新生活！寮費無料＆月収例31万円で懐も安心♪福岡・広島・愛媛などから赴任した方が多数！,金属部品製造の機械OP/月収例31万円/寮費無料/日払いOK/土日休み<B><B>ロボットや船舶のポンプ・モーターを作っている<B>大手メーカーの工場です。<B>以下のいずれかをお任せします。<B><B>■加工<B>・機械や工具を使って部品を加工<B>・完成品を検査<B>・機械のパーツを取り換え<B>・機械のメンテナンス（点検、給油、給水、清掃など）<B>・完成品を運搬<B><B>■組立<B>・工具を使って部品の組立<B>・確認、汚れの洗浄<B>・部品を倉庫から集めてラインへ補充<B>・電気系部品の組立<B>・出荷前の検査<B><B>■物流<B>・必要な部品を慎重にピッキング<B>（大きな部品のため、両手で慎重に扱います）<B>・台車やハンドリフトで各作業場へ運搬<B>・部品の在庫確認<B><B>※快適な室温が保たれています。<B><B>入社後は、1週間程度で<B>座学や基本操作の研修を受けていただきます。,1,,派遣社員,805916,10947a_★JOB★,54
FALSE,シマノ日勤,10,4,3,女性,54,未経験可<B>,大阪府,堺市堺区,阪堺電気軌道阪堺線　東湊駅<B>「東湊駅」から徒歩10分<B>・南海「堺東駅」からバス15分<B>・JR「上野芝駅」からバス20分<B>★自転車、マイカー通勤OK（バイク通勤不可）,1500,パーソルファクトリーパートナーズ株式会社,https://job-con.jp/detail/preview/2585/806840,https://job-con.jp/detail/2585/806840,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,★期間限定時給1600円！軽くて小さい部品組立★ラクラク軽作業,,1,1,派遣社員,806840,C10-009312,2585
FALSE,,,,3,不問,45,資格経験不問,岐阜県,中津川市,JR中央本線 中津川駅から車15分<B>※無料送迎バスあり,28.7,UTエイム株式会社1,https://job-con.jp/detail/preview/335/788796,https://job-con.jp/detail/335/788796,半導体・電子,組立・組付け・機械オペレーター・塗装,下呂温泉近くで新生活！寮費全額サポート！年休126日！軽作業×好待遇！20～40代半ば男女活躍中,電子部品の組立・検査/未経験OK/土日祝休み/寮費全額サポート<B><B>お任せするのは、<B>車間距離レーダーやエンジンに使われる電子部品の製造。<B>以下の工程がございます。<B><B>■組立・検査<B>・電動ドライバーなどで組立（ライン作業）<B>・部品の動作確認<B>※1kg未満の製品を扱う軽作業！<B>※クリーンルームでのお仕事<B><B>■物流・ピッキング<B>・部品を集めて各ラインへ供給<B>・完成品の回収<B>・製品の梱包<B>・納品された部品の開梱と棚への格納<B>※5kg～10㎏の箱を持ちますが、台車で運ぶので安心！<B>※クリーンルームと倉庫を行き来きするお仕事<B><B>先輩の約8割が未経験スタート！<B>研修・教育体制が整っています！,1,,派遣社員,788796,《ABJD2C》苗木CF-om●,335
FALSE,,,,3,男性,49,資格経験不問,大阪府,大阪市住之江区,平林駅から徒歩17分・車6分<B>北加賀屋駅から徒歩24分・車11分,30.6,UTエイム株式会社1,https://job-con.jp/detail/preview/335/804432,https://job-con.jp/detail/335/804432,半導体・電子,組立・組付け・機械オペレーター・塗装,大手で働く安心感◎パナソニック×無期雇用派遣■年間休日148日・月収例30.6万円とバランス◎！,リチウムイオン電池の製造・組立/未経験OK/年間休日148日/寮完備<B><B>EV車やデータセンターで使われる<B>リチウムイオン電池の製造を行います。<B><B>主なお仕事内容は…<B><B>【極板工程】<B>電池の中身を装置で作ります！<B>材料投入、運搬、検査、装置OPを行います。<B><B>【組立工程】<B>上記の工程で作られた極板を<B>円筒の缶に入れて機械で組み立てます！<B>運搬や材料準備・メンテナンス・部品交換を行います。<B><B>詳細については面談時にご説明させていただきます。<B><B>工程によってはクリーンルームでのお仕事です。<B>チーム作業が多いので、<B>周りに頼りやすい環境ですよ！,1,,派遣社員,804432,《AERC1C》平林北CF-om●,335
FALSE,,,,3,男性,40,資格経験不問<B><B>＜外国籍の方＞<B>・永住権<B>・日本語検定N2以上<B>もしくは類する日本語能力を有する方<B>（漢字での手順書、マニュアルを読み解き作業を行っていただく必要があります）,愛知県,大府市,東海道本線大府駅より車で15分<B>伊勢湾岸自動車道大府ＩＣより20分<B>■社宅周辺から送迎あり,42,UTエイム株式会社1,https://job-con.jp/detail/preview/335/804662,https://job-con.jp/detail/335/804662,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,月収42万円以上可！寮費全額サポート＆即入寮OKの自動車製造／土日休み・年間休日121日,大手自動車メーカーの部品製造/寮費全額サポート/月収例42万円<B><B>大手自動車メーカーの人気車種に使用される<B>部品の製造工程において、<B>以下のいずれかの業務をお任せします。<B><B>◆プレス<B>長い鉄の板をプレス機で切り、<B>圧力をかけて車のフレームを作成<B><B>◆組立<B>コンベア上の車体にエンジン、タイヤ、<B>窓、シートなどを組み付け<B><B>◆塗装<B>専用機材を使用して車体を指定の色に塗装<B><B>◆検査<B>完成した車の目視検査や強度の確認<B><B>1ライン10名程度のチームで<B>協力して進める立ち作業です。<B><B>入社後1～2週間程度の研修があるため<B>未経験の方も安心してスタートできます。,1,,派遣社員,804662,《AAIL7C》長草CF38-om●,335
